 21:16:17.163,15467.92,151000.44
 21:16:17.163,15472.01,150993.5
 21:16:17.163,15470.02,150995.33
 21:16:17.179,15467.14,150997.78
 21:16:17.179,15473.46,151000.02
 21:16:17.179,15471.92,150995.84
 21:16:17.179,15478.34,151002.28
 21:16:17.193,15477.31,151002.19
 21:16:17.194,15479.9,150999.44
 21:16:17.194,15473.04,150991.81
 21:16:17.194,15464.93,150985.47
 21:16:17.209,15466.47,150979.97
 21:16:17.209,15463.99,150975.88
 21:16:17.209,15458.58,150968.11
 21:16:17.210,15456.66,150966.2
 21:16:17.223,15460.17,150967.55
 21:16:17.223,15460.54,150959.08
 21:16:17.223,15466.22,150963.7
 21:16:17.238,15465.8,150964.08
 21:16:17.238,15457.97,150952.86
 21:16:17.239,15464.05,150946.56
 21:16:17.239,15462.42,150944.36
 21:16:17.253,15455.69,150946.89
 21:16:17.253,15461.73,150941.03
 21:16:17.254,15466.04,150928.11
 21:16:17.254,15460.88,150931.42
 21:16:17.270,15457.33,150933.97
 21:16:17.271,15447.4,150917.92
 21:16:17.271,15450.15,150914.23
 21:16:17.272,15456.88,150921.47
 21:16:17.282,15460.14,150926.63
 21:16:17.283,15455.67,150919.91
 21:16:17.283,15457.57,150911.8
 21:16:17.300,15464.25,150911.19
 21:16:17.301,15458.64,150908.16
 21:16:17.302,15446.24,150899.81
 21:16:17.303,15446.37,150894.09
 21:16:17.314,15456.43,150895.03
 21:16:17.314,15466.27,150906.66
 21:16:17.314,15459.11,150904.73
 21:16:17.315,15452.27,150892.31
 21:16:17.329,15462.89,150892.17
 21:16:17.329,15464.93,150908.05
 21:16:17.329,15463.36,150925.55
 21:16:17.329,15464.14,150930.58
 21:16:17.343,15464.03,150928
 21:16:17.343,15464.48,150927.75
 21:16:17.343,15459.61,150927.78
 21:16:17.360,15464.37,150927.56
 21:16:17.360,15464.08,150920.5
 21:16:17.360,15454.96,150908.53
 21:16:17.361,15463.81,150919.06
 21:16:17.374,15467.36,150917.92
 21:16:17.374,15460.9,150904.47
 21:16:17.374,15453.62,150892.8
 21:16:17.374,15455.87,150897.05
 21:16:17.390,15455.87,150904.31
 21:16:17.390,15462.06,150905.25
 21:16:17.390,15461.91,150898.86
 21:16:17.391,15454.91,150891.91
 21:16:17.405,15453.48,150888.58
 21:16:17.405,15450.64,150885.31
 21:16:17.405,15458.02,150887.22
 21:16:17.418,15464.46,150895.61
 21:16:17.419,15462.24,150893.84
 21:16:17.421,15462.8,150886.63
 21:16:17.421,15462.8,150878.67
 21:16:17.435,15457.91,150879.52
 21:16:17.435,15460.23,150893.3
 21:16:17.435,15456.61,150878.36
 21:16:17.435,15455.54,150868.13
 21:16:17.448,15452.57,150860.84
 21:16:17.448,15446.75,150860.55
 21:16:17.449,15446.11,150864.56
 21:16:17.449,15444.23,150861.11
 21:16:17.464,15442.8,150854.06
 21:16:17.464,15442.6,150857.84
 21:16:17.464,15442.37,150855.34
 21:16:17.478,15442.01,150842.95
 21:16:17.478,15447.47,150845.86
 21:16:17.478,15440.88,150848.78
 21:16:17.478,15441.88,150853.06
 21:16:17.494,15439.29,150837.19
 21:16:17.495,15445.7,150840.94
 21:16:17.495,15441.43,150842.89
 21:16:17.495,15433.63,150837.48
 21:16:17.509,15442.01,150835.33
 21:16:17.509,15439.67,150833.25
 21:16:17.509,15435.49,150839.13
 21:16:17.509,15446.37,150843.06
 21:16:17.524,15445.39,150828.34
 21:16:17.524,15445.41,150829.7
 21:16:17.525,15455.67,150845.28
 21:16:17.540,15448.43,150841.84
 21:16:17.541,15432.81,150826.84
 21:16:17.541,15422.3,150809.41
 21:16:17.541,15421.5,150805.16
 21:16:17.554,15418.63,150812.89
 21:16:17.555,15412.82,150808.05
 21:16:17.555,15425.79,150813.89
 21:16:17.555,15427.87,150821.66
 21:16:17.570,15422.73,150825.97
 21:16:17.571,15419.44,150823.02
 21:16:17.571,15421.76,150815
 21:16:17.571,15424.98,150816.06
 21:16:17.583,15431.67,150828.36
 21:16:17.583,15430.28,150827.72
 21:16:17.584,15421.27,150818.03
 21:16:17.600,15424.45,150820.17
 21:16:17.600,15423.91,150830.95
 21:16:17.601,15430.93,150847.42
 21:16:17.601,15431.06,150851.11
 21:16:17.613,15434.82,150866.63
 21:16:17.613,15432.07,150881.38
 21:16:17.613,15431.46,150889.42
 21:16:17.614,15427.2,150877.98
 21:16:17.629,15427.6,150875.88
 21:16:17.629,15431.42,150884.95
 21:16:17.629,15429.05,150892.73
 21:16:17.629,15424.33,150880.5
 21:16:17.643,15429.74,150878.94
 21:16:17.643,15429.79,150886.94
 21:16:17.644,15430.71,150885.77
 21:16:17.644,15437.43,150879.2
 21:16:17.661,15434.35,150858.98
 21:16:17.661,15439.89,150854.44
 21:16:17.661,15438.1,150858.83
 21:16:17.674,15428.98,150847.53
 21:16:17.674,15430.66,150834.47
 21:16:17.675,15434.55,150833.19
 21:16:17.676,15433.7,150836.23
 21:16:17.689,15436.7,150834.91
 21:16:17.689,15430.73,150821
 21:16:17.690,15430.15,150819.11
 21:16:17.690,15435.87,150829.19
